#OTU ID	C1	C10	C11	C12	C13	C14	C15	C2	C3	C4	C5	C6	C7	C8	C9	I1	I10	I11	I12	I13	I14	I2	I3	I4	I5	I6	I7	I8	I9
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	0.017718715393133997	0.0	0.015700866724145755	0.013884007029876978	0.0	0.006071766286766536	0.02250092216894135	0.0	0.0	0.02210599721059972	0.0	0.0	0.0	0.013304645648546588	0.024742854434279756	0.0	0.03984016923257727	0.0021469099831314216	0.003922530031870556	0.013079773224409624	0.004096217535297194	0.0	0.0	0.0	0.02853236640313856	0.004919081115647597	0.019289292569876867	0.0	0.02011848926191064
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	0.013510520487264673	0.0016519236917830118	0.00980169714570949	0.0	0.0029718286923953756	0.0	0.029878273699741793	0.0	0.013997229714952248	0.0	0.03832020997375328	0.02906532048340217	0.018782796331714972	0.003424958285764468	0.01621083566383846	0.0001753155680224404	0.0032906334469385355	0.008383172315084599	0.004085968783198496	0.005222981116914423	0.0	0.0	0.016037468066988362	0.012055626750201718	0.02633299649289663	0.024988932067489793	0.01882110585701578	0.02495475759596152	0.011663786719328561
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	0.016168327796234772	0.016412661195779603	0.0	0.034212067955477446	0.011480214948705422	0.0055243119494351265	0.011250461084470675	0.0	0.04272071152584384	0.011297071129707114	0.014566929133858268	0.035235327112334916	0.009514001275072336	0.007289013787652586	0.033037872683319904	0.03956287985039738	0.03173110823833588	0.01027449777641466	0.06284219988559288	0.06272041426722022	0.0	0.06095257542498341	0.02724950326426341	0.03346148369642603	0.018129941151994292	0.020168232574155148	0.029870312280537478	0.003809886655871988	0.06541594667983214
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_Sedis	0.012314507198228129	0.0	0.013386577120297682	0.0	0.0	0.017767381675210272	0.0	0.0	0.024713858715462566	0.0	0.005249343832020997	0.017745143031971854	0.028934333774704526	0.02410643716518837	0.010143622315969094	0.03225806451612903	0.0	0.03869549660072586	0.05009397728201356	0.01174054729699567	0.0	0.0009699321047526673	0.0	0.0012340405334852153	0.0	0.006985095184219588	0.03183669647455405	0.0018573197447375941	0.0
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.000479590749227326	0.0	0.0009958992384299942	0.0	0.0	0.015984261650067624	0.012076414554161679	0.02930669971568127	0.022663877266387727	0.0	0.0	0.002452062184296994	0.0003951874945112848	0.020713845570460254	0.007363253856942496	0.15371959102127158	0.0	0.017733104519081475	0.0	0.0	0.02634131400275665	0.0	0.0	0.029840099863282413	0.0014265335235378032	0.0	0.0	0.009318686744013824
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	0.050188261351052046	0.034210806778215926	0.04433452829332486	0.016695957820738138	0.010462465396515226	0.06494799183795352	0.0	0.011035344333975327	0.0002916089523948385	0.0	0.0979002624671916	0.0	0.004413711931734589	0.028102221831913587	0.06280513817130398	0.007246376811594203	0.0	0.04758983795941318	0.005638636920813925	0.031248604972992276	0.0	0.004900709581908214	0.003973885892705081	0.022734823674593004	0.0	0.06330857395838457	0.0017322908375860292	0.029193256500619106	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0.0047397563676633446	0.0	0.00018151291010573128	0.0	0.00789773652499593	0.0	0.01856633468584778	0.05996564468273385	0.0006561201428883867	0.013249651324965132	0.01909448818897638	0.0039773596450971395	0.005296454318081506	0.01154825678405199	0.0	0.002045348293595138	0.03020331413797156	0.009303276593569493	0.0	0.0036159100040176776	0.0	0.008576241768339375	0.025924874633361718	0.0051260145237078175	0.006598109730725792	0.004230409759456933	0.009082822229505126	0.0036670159062767885	0.031720562823994075
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	0.0029678848283499447	0.0017052115528082702	0.010981531061396741	0.01124780316344464	0.023326819736199315	0.019310207534962424	0.0	0.025506220394565612	0.006415396952686447	0.044421199442119946	0.0	0.036561113660700625	0.029915158648423323	0.0	0.006683414703512348	0.040790088826554466	0.029968268891761664	0.029852272146398816	0.029092097736373293	0.03624838176867104	0.0	0.016897238245954363	0.02005866212508279	0.042669324600123404	0.041669143434583604	0.01195336711102366	0.007116438035488553	0.0	0.05899777832633918
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Segatella	0.059490586932447395	0.0010657572205051689	0.08594636293506376	0.11704745166959578	0.025077348965966455	0.029363459911411934	0.033812861182835365	0.0	0.0885762192899322	0.0	0.03622047244094488	0.06521849982152873	0.06448923544701093	0.07469043646263283	0.01805943973076741	0.12050023375409069	0.039605123986367376	0.06629862495527271	0.05115632916564517	0.06463997142984688	0.0	0.004032875593445301	0.020011353959693442	0.028335469172718213	0.03203946977352434	0.029465295882729108	0.08530361908329041	0.04714734736641585	0.07473463342384597
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Incertae_Sedis	0.0031007751937984496	0.0012789086646062028	0.0	0.0018746338605741067	0.006513597134017261	0.0	0.0	0.0	0.022089378143909016	0.0198047419804742	0.0	0.0	0.008042763964494139	0.008562395714411171	0.003792008342418353	0.012681159420289856	0.0	0.0	0.0007354743809757293	0.008035355564483728	0.012550113299633955	0.018224513757721172	0.016889015043996595	0.014238929232521715	0.0	0.00014757243346942792	0.013671052015543798	0.007381655395751976	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	0.0	0.007087285516359373	0.00045378227526432816	0.005155243116578793	0.01974434131248982	0.02045488478574628	0.04432558711422599	0.026287023059705376	0.029233797477582563	0.008437935843793584	0.0	0.02095762582224262	0.0077485165023785	0.0	0.0	0.00292192613370734	0.0	0.0	0.0	0.0	0.0	0.0	0.01693632320938594	0.0	0.041669143434583604	0.0	0.014560606769979868	0.015049052290694353	0.05720809676623056
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	0.012270210409745293	0.0030374080784397314	0.0	0.0	0.01840091190359876	0.0	0.0	0.02514184581750039	0.01159145585769483	0.03298465829846583	0.0	0.006322981999898016	0.005688784267569026	0.0	0.01777503910508603	0.0	0.023857092490304384	0.0	0.018468578900057205	0.0	0.0	0.0	0.0	0.005268403816033034	0.0	0.004574745437552265	0.0	0.0	0.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	0.023610188261351053	0.0192369178301183	0.02427735172664156	0.023140011716461628	0.015673343103729035	0.0	0.0	0.013377752329394617	0.0257344900488445	0.03152022315202232	0.003805774278215223	0.008566620774055378	0.014516208131038204	0.00013172916483709493	0.028155661942456275	0.02320009350163628	0.010106945587025502	0.0	0.0567949660864591	0.021115128788893354	0.01673348439951194	0.03522385011996529	0.010738953543381587	0.017229104371351275	0.0	0.018348172561365537	0.029074394868673626	0.010620059053243166	0.02357442606763762
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0	0.0005328786102525844	9.075645505286564e-05	0.00023432923257176333	0.0003663898387884709	0.0	0.050104512480019674	0.0008328561761490813	0.0666326456222206	0.035913528591352856	0.005643044619422572	0.007954719290194279	0.0029424746211563924	0.005269166593483797	0.0	0.040439457690509585	0.06675284992361029	0.03271481879057404	0.017079349513769715	0.00026784518548279097	0.008018127941432805	0.0	0.0	0.0	0.02865125126315164	9.838162231295194e-05	0.03300716325670677	0.0	0.03017773389286596
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group	0.009878183831672204	0.0	0.0	0.01698886936145284	0.027560657873310537	0.0	0.021824664945284643	0.0	0.0	0.0	0.01673228346456693	0.03370557340268217	0.021529105978127606	0.011592166505664353	0.0	0.020570359981299673	0.0	0.020242294126667688	0.010868676963308	0.020490156689433506	0.03015513334495381	0.041656031446219814	0.01182704134733655	0.019222554463904314	0.0	0.0	0.013296502645254928	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0.0	0.0	0.0	0.008670181605155243	0.03501058459534278	0.028417856965112228	0.0	0.0	0.0	0.0	0.0	0.011371169241752077	0.0	0.0	0.00018960041712091767	0.0	0.0	0.0	0.01176759009561167	0.024061425829204054	0.0	0.00755526060544183	0.0	0.032749537234799946	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	0.009346622369878184	0.0031439838004902482	0.03330761900440169	0.03251318101933216	0.003216088584921023	0.014134275618374558	0.01936554776835116	0.017750247254177294	0.01181016257199096	0.05292887029288703	0.012729658792650918	0.01019835806435164	0.023834044431366778	0.0045666110476859575	0.01943404275489406	0.0182328190743338	0.0	0.03941113326176967	0.06267876113426493	0.028971920896388555	0.0	0.01807136658328654	0.028432207398997066	0.0398690018510608	0.01515781965166736	0.0	0.01409242005711878	0.01547766453947995	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	0.09390919158361019	0.05520622402216775	0.05994463856241775	0.11195079086115993	0.07576127666503826	0.07982879609814363	0.06817902373048075	0.058976627973556815	0.06167529343150835	0.0801952580195258	0.05610236220472441	0.11223293049818979	0.09842577607768133	0.1075788179502942	0.05564772242498933	0.035121552127162226	0.018568574450581736	0.09303276593569493	0.0116858707199477	0.07205035489487076	0.16158270873278718	0.09719740670784624	0.07872078720787208	0.03455313493758603	0.05658919336622481	0.06793251020709332	0.09134322767919846	0.04786170111439185	0.05992347568501605
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	0.0	0.007033997655334115	0.0016336161909515814	0.01341534856473345	0.004437388047549259	0.0013437515552680037	0.0	0.0	0.0	0.01701534170153417	0.0	0.003722400693488348	0.018488548869599334	0.011196979011153069	0.02607005735412618	0.0007012622720897616	0.055588200728640264	0.0	0.013892293862874888	0.02200794607383599	0.0010458427749694963	0.019449691153198223	0.022660611221496832	0.031847738383406904	0.0	0.003492547592109794	0.007865536776066296	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.027995570321151717	0.012149632313758926	0.009847075373235922	0.05067369654364382	0.07482494707702328	0.09401284029263923	0.032706258453215294	0.11769298839206704	0.013851425238754829	0.004114365411436541	0.0001968503937007874	0.009127530467594716	0.017311559021136777	0.016158777553350313	0.007915817414798312	0.0012272089761570827	0.0	0.027296426928385218	0.031707117757620334	0.005580108030891478	0.003660449712393237	0.0	0.11060649068029142	0.0023731548720869523	0.008678594780954646	0.007280240051158443	0.003979587059319257	0.026764453757500715	0.008763268328807701
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014644351464435146	0.011811023622047244	0.013512824435265922	0.007209062821833162	0.020242381663300255	0.0	0.0	0.0	0.004600521392424475	0.005802075672141865	0.0	0.03416419731567021	0.0091888304660779	0.012063582174283282	0.0	0.0	0.018003836883270206	0.0	0.0	0.0
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister	0.0	0.006128104017904722	0.0	0.013298183948447569	0.005902947402703143	0.0	0.0	0.008484722294518765	0.0	0.0014644351464435147	0.0037401574803149606	0.0	0.0	0.01835426363396856	0.0	0.016830294530154277	0.041132918086731696	0.033788273782139756	0.0003268775026558797	0.007053256551046828	0.0	0.003113992546837511	0.0	0.0	0.0	0.01770869201633135	0.0	0.017287360701019144	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	0.006998892580287929	0.0049557710753490355	0.0	0.0	0.009281875915974597	0.024834519484397553	0.0014139923767367516	0.005309458122950393	0.0	0.02391910739191074	0.0	0.0	0.006865774116031583	0.029156055150610344	0.0	0.0012272089761570827	0.00716888000940181	0.024127178858048357	0.0	0.0029016561760635685	0.0	0.00459441523303895	0.004068502223483773	0.0	0.0	0.0	0.0	0.0	0.028449765490002468
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005	0.04186046511627907	0.030001065757220505	0.015337840903934292	0.020152314001171647	0.019133691581175703	0.03314587169661076	0.0017828599532767736	0.021446046535838842	0.00386381861923161	0.008716875871687587	0.02473753280839895	0.021161592983529653	0.02309842577607768	0.022876964960042153	0.017538038583684884	0.01443431510051426	0.0	0.017942033430455452	0.009316008825692572	0.0305789920092853	0.014728952414153739	0.019807034560212364	0.0029331062541394647	0.004129289477431297	0.0	0.02164395690884943	0.005665059225619177	0.05995809124678541	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_eligens_group	0.0026135105204872647	0.005701801129702653	0.005944547805962699	0.0	0.008671226184660479	0.0	0.029202016476085085	0.00624642132111811	0.008237952905154187	0.006903765690376569	0.01620734908136483	0.023609198918974044	0.0	0.0	0.004313409489500877	0.006194483403459561	0.0	0.0031181311659765885	0.0	0.004910495067184501	0.0	0.010414007861554954	0.00832623710852493	0.01395415064787128	0.0	0.0	0.019991572639168502	0.007476902562148776	0.011231794618612689
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	0.0	0.00021315144410103377	0.016563053047147978	0.00011716461628588167	0.0	0.0	0.0	0.0	0.0	0.0	0.00931758530183727	0.0	0.0005394536805453387	0.0	0.01715883774944305	0.009408602150537635	0.0	0.015999591064765117	0.0	0.009419222356144815	0.0	0.005360151105212109	0.0	0.01699178888414258	0.0	0.0	0.0011236481108666135	0.005952947899799981	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridia_UCG-014;f__Incertae_Sedis;g__Incertae_Sedis	0.007663344407530454	0.06218693381647661	0.0023596678313745063	0.022437024018746338	0.010706725289040873	0.0	0.0	0.0	0.0	0.009693165969316598	0.013517060367454068	0.002804548467696701	0.01986170369280565	0.019364187231052956	0.0012324027112859649	0.0	0.0	0.0	0.004412846285854376	0.001785634569885273	0.0	0.04941548828424116	0.0010880878039549627	0.018700460392045187	0.00029721215003269334	0.0481086133110335	0.001872746851444356	0.0017620725783407945	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	0.0038981173864894793	0.0	0.005309252620592639	0.018804920913884006	0.0	0.006768526352461056	0.03565719906553547	0.0060382072770808395	0.009477290952832252	0.018270571827057182	0.00452755905511811	0.01631737290296262	0.005835907998626845	0.010450513743742864	0.01730103806228374	0.0	0.02961570102244682	0.026018504319378417	0.0	0.020177670639703583	0.0	0.0	0.0	0.0066448336418434666	0.024609166022707008	0.0	0.02598436256379044	0.004571863987046385	0.02067390767711676
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	8.859357696567e-05	0.00010657572205051689	0.002813450106638835	0.00562390158172232	0.013963523856049504	0.0	0.0	0.011555879444068502	0.0	0.015481171548117154	0.0	0.0	0.012260310921484968	0.0	0.0	0.0012856474988312296	0.008461628863556234	0.0	0.013647135735882977	0.006785411365564037	0.03137528324908489	0.003420286895706774	0.0	0.0006170202667426076	0.020685965642275456	0.00039352648925180774	0.0029963949623109695	0.00933422230688637	0.0
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.000132890365448505	0.0	0.018332803920678858	0.0	0.0	0.023391230776887473	0.012664453461207427	0.0	0.007363126047969673	0.0	0.0	0.0	0.011475651022509931	0.00013172916483709493	0.01218182680001896	0.00292192613370734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01109602509480781	0.023335555767215924	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	0.008150609080841639	0.014281146754769264	0.005808413123383401	0.006678383128295255	0.0044780980296368665	0.011894689692927885	0.0	0.000989016709177034	0.0032806007144419334	0.003277545327754533	0.008398950131233596	0.006577940951506807	0.0018145260163797755	0.005708263809607447	0.01540503389107456	0.004032258064516129	0.0	0.0010223380872054389	0.005883795047805835	0.012633364581938306	0.0	0.004083924651590179	0.00473081653893462	0.012245479139968674	0.0	0.0035909292144227457	0.0040264057306053655	0.004333746071054386	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0.0	0.0	0.0	0.0	0.0	0.0	0.03854666174843231	0.0	0.0121017715243858	0.0	0.0	0.0	0.0	0.004083604109949943	0.0019434042754894062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024823199962029523	0.01343398918147774	0.0	0.008005992789924622	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0.03087486157253599	0.03511670041564532	0.005400009075645505	0.025600468658465145	0.015144113336590131	0.047728064500074656	0.00018443378827001107	0.03144032064962782	0.004592841000218706	0.0	0.0058398950131233595	0.0020396716128703277	0.0001961649747437595	0.012997277597260033	0.01469403232687112	0.0022206638616175784	0.0	0.0029647804528957727	0.001144071259295579	0.0	0.001220149904131079	0.0	0.007947771785410162	0.00042716787697565144	0.015752243951732747	0.0010821978454424713	0.0	0.003809886655871988	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__Incertae_Sedis	0.02485049833887043	0.058883086432910584	0.04442528474837773	0.023550087873462213	0.01074743527112848	0.028816005574080525	0.002397639247510144	0.00879704336057467	0.008894073048042576	0.005160390516039052	0.03425196850393701	0.006577940951506807	0.013927713206806925	0.021779221919733027	0.064464141821112	0.0036231884057971015	0.0	0.019117722230741707	0.017487946392089563	0.013481541002633811	0.0	0.012251773954770534	0.02478947866401741	0.016232379325074753	0.01069963740117696	0.024251069900142655	0.01320286530268271	0.050385751023907036	0.004011355220933103
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group	0.014219269102990033	0.005328786102525845	0.013931115850614875	0.004803749267721149	0.0	0.0	0.008176564613303823	0.0	0.0	0.003486750348675035	0.0	0.02518994441894855	0.018292383894855574	0.0	0.0012324027112859649	0.002805049088359046	0.0	0.0	0.0	0.003794473461006205	0.0	0.0	0.0	0.013099814893919978	0.0	0.0	0.0	0.0020001904943327937	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	0.014662236987818383	0.02813599062133646	0.027272314743386122	0.022905682483889866	0.02861911740758834	0.03891902652665107	0.029140538546661748	0.002602675550465879	0.035211781001676754	0.020502092050209204	0.0040026246719160104	0.023915149660904595	0.054288656760335445	0.03389830508474576	0.03488647675024885	0.0036231884057971015	0.004230814431778117	0.013290395133670705	0.05589605295415543	0.004821213338690237	0.0	0.019398642095053348	0.018024411013340902	0.019744648535763444	0.011769601141294656	0.01893846229524325	0.026639823961795966	0.011477283550814362	0.004196494692668477
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	0.0	0.0028242566343386977	0.0	0.01265377855887522	0.0	0.0	0.0	0.0	0.0	0.0	0.011876640419947506	0.007852735709550761	0.0	0.021340124703609378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016488845780795344	0.0	0.0	0.013671758901503893	0.006443996261498352	0.0052436911840441965	0.0	0.015860281411997038
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio	0.0	0.00618139187892998	0.0013159685982665518	0.004628002343292326	0.0	0.0	0.0	0.0	0.0	0.0	0.000984251968503937	0.0	0.010298661174047374	0.0	0.006304213869270513	0.005493221131369799	0.0	0.0	0.0	0.0006249720994598455	0.0	0.0	0.0	0.0	0.0	0.019479561217964483	0.0	0.03771787789313268	0.0
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	0.0	0.024938718959820954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
